image,pokemon_name,type1,type2
lucario__0023.png,lucario,fighting,steel
lucario__0024.png,lucario,fighting,steel
lucario__0025.png,lucario,fighting,steel
lucario__0026.png,lucario,fighting,steel
lucario__0027.png,lucario,fighting,steel
lucario__0028.png,lucario,fighting,steel
lucario__0029.png,lucario,fighting,steel
lucario__0030.png,lucario,fighting,steel
lucario__0031.png,lucario,fighting,steel
lucario__0032.png,lucario,fighting,steel
lucario__0033.png,lucario,fighting,steel
lucario__0034.png,lucario,fighting,steel
lucario__0035.png,lucario,fighting,steel
lucario__0036.png,lucario,fighting,steel
lucario__0037.png,lucario,fighting,steel
lucario__0038.png,lucario,fighting,steel
lucario__0039.png,lucario,fighting,steel
lucario__0040.png,lucario,fighting,steel
lucario__0041.png,lucario,fighting,steel
lucario__0042.png,lucario,fighting,steel
lucario__0043.png,lucario,fighting,steel
lucario__0044.png,lucario,fighting,steel
lucario__0045.png,lucario,fighting,steel
ludicolo__0000.png,ludicolo,water,grass
ludicolo__0001.png,ludicolo,water,grass
ludicolo__0002.png,ludicolo,water,grass
ludicolo__0003.png,ludicolo,water,grass
ludicolo__0004.png,ludicolo,water,grass
ludicolo__0005.png,ludicolo,water,grass
ludicolo__0006.png,ludicolo,water,grass
ludicolo__0007.png,ludicolo,water,grass
ludicolo__0008.png,ludicolo,water,grass
ludicolo__0009.png,ludicolo,water,grass
ludicolo__0010.png,ludicolo,water,grass
ludicolo__0011.png,ludicolo,water,grass
ludicolo__0012.png,ludicolo,water,grass
lugia__0000.png,lugia,psychic,flying
lugia__0001.png,lugia,psychic,flying
lugia__0002.png,lugia,psychic,flying
lugia__0003.png,lugia,psychic,flying
lugia__0004.png,lugia,psychic,flying
lugia__0005.png,lugia,psychic,flying
lugia__0006.png,lugia,psychic,flying
lugia__0007.png,lugia,psychic,flying
lugia__0008.png,lugia,psychic,flying
lugia__0009.png,lugia,psychic,flying
lugia__0010.png,lugia,psychic,flying
lugia__0011.png,lugia,psychic,flying
lugia__0012.png,lugia,psychic,flying
lugia__0013.png,lugia,psychic,flying
lugia__0014.png,lugia,psychic,flying
lugia__0015.png,lugia,psychic,flying
lugia__0016.png,lugia,psychic,flying
lugia__0017.png,lugia,psychic,flying
lugia__0018.png,lugia,psychic,flying
lugia__0019.png,lugia,psychic,flying
lugia__0020.png,lugia,psychic,flying
lugia__0021.png,lugia,psychic,flying
lugia__0022.png,lugia,psychic,flying
lugia__0023.png,lugia,psychic,flying
lugia__0024.png,lugia,psychic,flying
lugia__0025.png,lugia,psychic,flying
lugia__0026.png,lugia,psychic,flying
lugia__0027.png,lugia,psychic,flying
lugia__0028.png,lugia,psychic,flying
lugia__0029.png,lugia,psychic,flying
lugia__0030.png,lugia,psychic,flying
lugia__0031.png,lugia,psychic,flying
lugia__0032.png,lugia,psychic,flying
lugia__0033.png,lugia,psychic,flying
lugia__0034.png,lugia,psychic,flying
lugia__0035.png,lugia,psychic,flying
lugia__0036.png,lugia,psychic,flying
lugia__0037.png,lugia,psychic,flying
lugia__0038.png,lugia,psychic,flying
lugia__0039.png,lugia,psychic,flying
lugia__0040.png,lugia,psychic,flying
lugia__0041.png,lugia,psychic,flying
lunatone__0000.png,lunatone,rock,psychic
lunatone__0001.png,lunatone,rock,psychic
lunatone__0002.png,lunatone,rock,psychic
lunatone__0003.png,lunatone,rock,psychic
lunatone__0004.png,lunatone,rock,psychic
lunatone__0005.png,lunatone,rock,psychic
lunatone__0006.png,lunatone,rock,psychic
lunatone__0007.png,lunatone,rock,psychic
lunatone__0008.png,lunatone,rock,psychic
lunatone__0009.png,lunatone,rock,psychic
lunatone__0010.png,lunatone,rock,psychic
lunatone__0011.png,lunatone,rock,psychic
lunatone__0012.png,lunatone,rock,psychic
lurantis__0000.png,lurantis,grass,
lurantis__0001.png,lurantis,grass,
lurantis__0002.png,lurantis,grass,
lurantis__0003.png,lurantis,grass,
lurantis__0004.png,lurantis,grass,
lurantis__0005.png,lurantis,grass,
lurantis__0006.png,lurantis,grass,
lurantis__0007.png,lurantis,grass,
lurantis__0008.png,lurantis,grass,
lurantis__0009.png,lurantis,grass,
lurantis__0010.png,lurantis,grass,
lurantis__0011.png,lurantis,grass,
lurantis__0012.png,lurantis,grass,
lurantis__0013.png,lurantis,grass,
lurantis__0014.png,lurantis,grass,
lurantis__0015.png,lurantis,grass,
lurantis__0016.png,lurantis,grass,
lurantis__0017.png,lurantis,grass,
lurantis__0018.png,lurantis,grass,
lurantis__0019.png,lurantis,grass,
lurantis__0020.png,lurantis,grass,
lurantis__0021.png,lurantis,grass,
lurantis__0022.png,lurantis,grass,
lurantis__0023.png,lurantis,grass,
lurantis__0024.png,lurantis,grass,
lurantis__0025.png,lurantis,grass,
lurantis__0026.png,lurantis,grass,
lurantis__0027.png,lurantis,grass,
lurantis__0028.png,lurantis,grass,
lurantis__0029.png,lurantis,grass,
lurantis__0030.png,lurantis,grass,
lurantis__0031.png,lurantis,grass,
lurantis__0032.png,lurantis,grass,
lurantis__0033.png,lurantis,grass,
lurantis__0034.png,lurantis,grass,
lurantis__0035.png,lurantis,grass,
lurantis__0036.png,lurantis,grass,
lurantis__0037.png,lurantis,grass,
luvdisc__0000.png,luvdisc,water,
luvdisc__0001.png,luvdisc,water,
luvdisc__0002.png,luvdisc,water,
luvdisc__0003.png,luvdisc,water,
luvdisc__0004.png,luvdisc,water,
luvdisc__0005.png,luvdisc,water,
luvdisc__0006.png,luvdisc,water,
luvdisc__0007.png,luvdisc,water,
luvdisc__0008.png,luvdisc,water,
luvdisc__0009.png,luvdisc,water,
luvdisc__0010.png,luvdisc,water,
luvdisc__0011.png,luvdisc,water,
luvdisc__0012.png,luvdisc,water,
luvdisc__0013.png,luvdisc,water,
luvdisc__0014.png,luvdisc,water,
luvdisc__0015.png,luvdisc,water,
luvdisc__0016.png,luvdisc,water,
luvdisc__0017.png,luvdisc,water,
luvdisc__0018.png,luvdisc,water,
luvdisc__0019.png,luvdisc,water,
luvdisc__0020.png,luvdisc,water,
luvdisc__0021.png,luvdisc,water,
luvdisc__0022.png,luvdisc,water,
luvdisc__0023.png,luvdisc,water,
luvdisc__0024.png,luvdisc,water,
luvdisc__0025.png,luvdisc,water,
luvdisc__0026.png,luvdisc,water,
luvdisc__0027.png,luvdisc,water,
luvdisc__0028.png,luvdisc,water,
luvdisc__0029.png,luvdisc,water,
luvdisc__0030.png,luvdisc,water,
luvdisc__0031.png,luvdisc,water,
luvdisc__0032.png,luvdisc,water,
luvdisc__0033.png,luvdisc,water,
luvdisc__0034.png,luvdisc,water,
luvdisc__0035.png,luvdisc,water,
luvdisc__0036.png,luvdisc,water,
luxio__0000.png,luxio,electric,
luxio__0001.png,luxio,electric,
luxio__0002.png,luxio,electric,
luxio__0003.png,luxio,electric,
luxio__0004.png,luxio,electric,
luxio__0005.png,luxio,electric,
luxio__0006.png,luxio,electric,
luxio__0007.png,luxio,electric,
luxio__0008.png,luxio,electric,
luxio__0009.png,luxio,electric,
luxio__0010.png,luxio,electric,
luxio__0011.png,luxio,electric,
luxio__0012.png,luxio,electric,
luxio__0013.png,luxio,electric,
luxio__0014.png,luxio,electric,
luxio__0015.png,luxio,electric,
luxio__0016.png,luxio,electric,
luxio__0017.png,luxio,electric,
luxio__0018.png,luxio,electric,
luxio__0019.png,luxio,electric,
luxio__0020.png,luxio,electric,
luxio__0021.png,luxio,electric,
luxio__0022.png,luxio,electric,
luxio__0023.png,luxio,electric,
luxio__0024.png,luxio,electric,
luxio__0025.png,luxio,electric,
luxio__0026.png,luxio,electric,
luxio__0027.png,luxio,electric,
luxio__0028.png,luxio,electric,
luxio__0029.png,luxio,electric,
luxio__0030.png,luxio,electric,
luxray__0000.png,luxray,electric,
luxray__0001.png,luxray,electric,
luxray__0002.png,luxray,electric,
luxray__0003.png,luxray,electric,
luxray__0004.png,luxray,electric,
luxray__0005.png,luxray,electric,
luxray__0006.png,luxray,electric,
luxray__0007.png,luxray,electric,
luxray__0008.png,luxray,electric,
luxray__0009.png,luxray,electric,
luxray__0010.png,luxray,electric,
luxray__0011.png,luxray,electric,
luxray__0012.png,luxray,electric,
luxray__0013.png,luxray,electric,
luxray__0014.png,luxray,electric,
luxray__0015.png,luxray,electric,
luxray__0016.png,luxray,electric,
luxray__0017.png,luxray,electric,
luxray__0018.png,luxray,electric,
lycanroc_midday__0000.png,lycanroc_midday,,
lycanroc_midday__0001.png,lycanroc_midday,,
lycanroc_midday__0002.png,lycanroc_midday,,
lycanroc_midday__0003.png,lycanroc_midday,,
lycanroc_midday__0004.png,lycanroc_midday,,
lycanroc_midday__0005.png,lycanroc_midday,,
lycanroc_midday__0006.png,lycanroc_midday,,
lycanroc_midday__0007.png,lycanroc_midday,,
lycanroc_midday__0008.png,lycanroc_midday,,
lycanroc_midday__0009.png,lycanroc_midday,,
lycanroc_midday__0010.png,lycanroc_midday,,
lycanroc_midday__0011.png,lycanroc_midday,,
lycanroc_midday__0012.png,lycanroc_midday,,
lycanroc_midday__0013.png,lycanroc_midday,,
lycanroc_midday__0014.png,lycanroc_midday,,
lycanroc_midday__0015.png,lycanroc_midday,,
lycanroc_midday__0016.png,lycanroc_midday,,
lycanroc_midday__0017.png,lycanroc_midday,,
lycanroc_midday__0018.png,lycanroc_midday,,
lycanroc_midday__0019.png,lycanroc_midday,,
lycanroc_midday__0020.png,lycanroc_midday,,
lycanroc_midday__0021.png,lycanroc_midday,,
lycanroc_midday__0022.png,lycanroc_midday,,
lycanroc_midday__0023.png,lycanroc_midday,,
lycanroc_midnight__0000.png,lycanroc_midnight,,
lycanroc_midnight__0001.png,lycanroc_midnight,,
lycanroc_midnight__0002.png,lycanroc_midnight,,
lycanroc_midnight__0003.png,lycanroc_midnight,,
lycanroc_midnight__0004.png,lycanroc_midnight,,
lycanroc_midnight__0005.png,lycanroc_midnight,,
lycanroc_midnight__0006.png,lycanroc_midnight,,
lycanroc_midnight__0007.png,lycanroc_midnight,,
lycanroc_midnight__0008.png,lycanroc_midnight,,
lycanroc_midnight__0009.png,lycanroc_midnight,,
lycanroc_midnight__0010.png,lycanroc_midnight,,
lycanroc_midnight__0011.png,lycanroc_midnight,,
lycanroc_midnight__0012.png,lycanroc_midnight,,
lycanroc_midnight__0013.png,lycanroc_midnight,,
lycanroc_midnight__0014.png,lycanroc_midnight,,
lycanroc_midnight__0015.png,lycanroc_midnight,,
lycanroc_midnight__0016.png,lycanroc_midnight,,
machamp__0000.png,machamp,fighting,
machamp__0001.png,machamp,fighting,
machamp__0002.png,machamp,fighting,
machamp__0003.png,machamp,fighting,
machamp__0004.png,machamp,fighting,
machamp__0005.png,machamp,fighting,
machamp__0006.png,machamp,fighting,
machamp__0007.png,machamp,fighting,
machamp__0008.png,machamp,fighting,
machamp__0009.png,machamp,fighting,
machamp__0010.png,machamp,fighting,
machamp__0011.png,machamp,fighting,
machamp__0012.png,machamp,fighting,
machamp__0013.png,machamp,fighting,
machamp__0014.png,machamp,fighting,
machamp__0015.png,machamp,fighting,
machamp__0016.png,machamp,fighting,
machamp__0017.png,machamp,fighting,
machamp__0018.png,machamp,fighting,
machamp__0019.png,machamp,fighting,
machamp__0020.png,machamp,fighting,
machamp__0021.png,machamp,fighting,
machamp__0022.png,machamp,fighting,
machamp__0023.png,machamp,fighting,
machamp__0024.png,machamp,fighting,
machamp__0025.png,machamp,fighting,
machamp__0026.png,machamp,fighting,
machamp__0027.png,machamp,fighting,
machoke__0000.png,machoke,fighting,
machoke__0001.png,machoke,fighting,
machoke__0002.png,machoke,fighting,
machoke__0003.png,machoke,fighting,
machoke__0004.png,machoke,fighting,
machoke__0005.png,machoke,fighting,
machoke__0006.png,machoke,fighting,
machoke__0007.png,machoke,fighting,
machoke__0008.png,machoke,fighting,
machoke__0009.png,machoke,fighting,
machoke__0010.png,machoke,fighting,
machoke__0011.png,machoke,fighting,
machoke__0012.png,machoke,fighting,
machoke__0013.png,machoke,fighting,
machoke__0014.png,machoke,fighting,
machoke__0015.png,machoke,fighting,
machoke__0016.png,machoke,fighting,
machoke__0017.png,machoke,fighting,
machoke__0018.png,machoke,fighting,
machoke__0019.png,machoke,fighting,
machoke__0020.png,machoke,fighting,
machoke__0021.png,machoke,fighting,
machoke__0022.png,machoke,fighting,
machoke__0023.png,machoke,fighting,
machoke__0024.png,machoke,fighting,
machoke__0025.png,machoke,fighting,
machoke__0026.png,machoke,fighting,
machoke__0027.png,machoke,fighting,
machoke__0028.png,machoke,fighting,
machoke__0029.png,machoke,fighting,
machop__0000.png,machop,fighting,
machop__0001.png,machop,fighting,
machop__0002.png,machop,fighting,
machop__0003.png,machop,fighting,
machop__0004.png,machop,fighting,
machop__0005.png,machop,fighting,
machop__0006.png,machop,fighting,
machop__0007.png,machop,fighting,
machop__0008.png,machop,fighting,
machop__0009.png,machop,fighting,
machop__0010.png,machop,fighting,
machop__0011.png,machop,fighting,
machop__0012.png,machop,fighting,
machop__0013.png,machop,fighting,
machop__0014.png,machop,fighting,
machop__0015.png,machop,fighting,
machop__0016.png,machop,fighting,
machop__0017.png,machop,fighting,
machop__0018.png,machop,fighting,
machop__0019.png,machop,fighting,
magby__0000.png,magby,fire,
magby__0001.png,magby,fire,
magby__0002.png,magby,fire,
magby__0003.png,magby,fire,
magby__0004.png,magby,fire,
magby__0005.png,magby,fire,
magby__0006.png,magby,fire,
magby__0007.png,magby,fire,
magby__0008.png,magby,fire,
magby__0009.png,magby,fire,
magby__0010.png,magby,fire,
magby__0011.png,magby,fire,
magby__0012.png,magby,fire,
magcargo__0000.png,magcargo,fire,rock
magcargo__0001.png,magcargo,fire,rock
magcargo__0002.png,magcargo,fire,rock
magcargo__0003.png,magcargo,fire,rock
magcargo__0004.png,magcargo,fire,rock
magcargo__0005.png,magcargo,fire,rock
magcargo__0006.png,magcargo,fire,rock
magcargo__0007.png,magcargo,fire,rock
magcargo__0008.png,magcargo,fire,rock
magcargo__0009.png,magcargo,fire,rock
magcargo__0010.png,magcargo,fire,rock
magcargo__0011.png,magcargo,fire,rock
magcargo__0012.png,magcargo,fire,rock
magcargo__0013.png,magcargo,fire,rock
magcargo__0014.png,magcargo,fire,rock
magikarp__0000.png,magikarp,water,
magikarp__0001.png,magikarp,water,
magikarp__0002.png,magikarp,water,
magikarp__0003.png,magikarp,water,
magikarp__0004.png,magikarp,water,
magikarp__0005.png,magikarp,water,
magikarp__0006.png,magikarp,water,
magikarp__0007.png,magikarp,water,
magikarp__0008.png,magikarp,water,
magikarp__0009.png,magikarp,water,
magikarp__0010.png,magikarp,water,
magikarp__0011.png,magikarp,water,
magikarp__0012.png,magikarp,water,
magikarp__0013.png,magikarp,water,
magikarp__0014.png,magikarp,water,
magikarp__0015.png,magikarp,water,
magikarp__0016.png,magikarp,water,
magikarp__0017.png,magikarp,water,
magmar__0000.png,magmar,fire,
magmar__0001.png,magmar,fire,
magmar__0002.png,magmar,fire,
magmar__0003.png,magmar,fire,
magmar__0004.png,magmar,fire,
magmar__0005.png,magmar,fire,
magmar__0006.png,magmar,fire,
magmar__0007.png,magmar,fire,
magmar__0008.png,magmar,fire,
magmar__0009.png,magmar,fire,
magmar__0010.png,magmar,fire,
magmar__0011.png,magmar,fire,
magmar__0012.png,magmar,fire,
magmar__0013.png,magmar,fire,
magmar__0014.png,magmar,fire,
magmar__0015.png,magmar,fire,
magmar__0016.png,magmar,fire,
magmar__0017.png,magmar,fire,
magmar__0018.png,magmar,fire,
magmar__0019.png,magmar,fire,
magmortar__0000.png,magmortar,fire,
magmortar__0001.png,magmortar,fire,
magmortar__0002.png,magmortar,fire,
magmortar__0003.png,magmortar,fire,
magmortar__0004.png,magmortar,fire,
magmortar__0005.png,magmortar,fire,
magmortar__0006.png,magmortar,fire,
magmortar__0007.png,magmortar,fire,
magmortar__0008.png,magmortar,fire,
magmortar__0009.png,magmortar,fire,
magmortar__0010.png,magmortar,fire,
magmortar__0011.png,magmortar,fire,
magmortar__0012.png,magmortar,fire,
magmortar__0013.png,magmortar,fire,
magmortar__0014.png,magmortar,fire,
magmortar__0015.png,magmortar,fire,
magmortar__0016.png,magmortar,fire,
magnemite__0000.png,magnemite,steel,electric
magnemite__0001.png,magnemite,steel,electric
magnemite__0002.png,magnemite,steel,electric
magnemite__0003.png,magnemite,steel,electric
magnemite__0004.png,magnemite,steel,electric
magnemite__0005.png,magnemite,steel,electric
magnemite__0006.png,magnemite,steel,electric
magnemite__0007.png,magnemite,steel,electric
magnemite__0008.png,magnemite,steel,electric
magnemite__0009.png,magnemite,steel,electric
magneton__0000.png,magneton,steel,electric
magneton__0001.png,magneton,steel,electric
magneton__0002.png,magneton,steel,electric
magneton__0003.png,magneton,steel,electric
magneton__0004.png,magneton,steel,electric
magneton__0005.png,magneton,steel,electric
magneton__0006.png,magneton,steel,electric
magneton__0007.png,magneton,steel,electric
magneton__0008.png,magneton,steel,electric
magneton__0009.png,magneton,steel,electric
magneton__0010.png,magneton,steel,electric
magneton__0011.png,magneton,steel,electric
magneton__0012.png,magneton,steel,electric
magneton__0013.png,magneton,steel,electric
magnezone__0000.png,magnezone,steel,electric
magnezone__0001.png,magnezone,steel,electric
magnezone__0002.png,magnezone,steel,electric
magnezone__0003.png,magnezone,steel,electric
magnezone__0004.png,magnezone,steel,electric
magnezone__0005.png,magnezone,steel,electric
magnezone__0006.png,magnezone,steel,electric
magnezone__0007.png,magnezone,steel,electric
magnezone__0008.png,magnezone,steel,electric
magnezone__0009.png,magnezone,steel,electric
magnezone__0010.png,magnezone,steel,electric
magnezone__0011.png,magnezone,steel,electric
makuhita__0000.png,makuhita,fighting,
makuhita__0001.png,makuhita,fighting,
makuhita__0002.png,makuhita,fighting,
makuhita__0003.png,makuhita,fighting,
makuhita__0004.png,makuhita,fighting,
makuhita__0005.png,makuhita,fighting,
makuhita__0006.png,makuhita,fighting,
makuhita__0007.png,makuhita,fighting,
makuhita__0008.png,makuhita,fighting,
makuhita__0009.png,makuhita,fighting,
makuhita__0010.png,makuhita,fighting,
makuhita__0011.png,makuhita,fighting,
makuhita__0012.png,makuhita,fighting,
makuhita__0013.png,makuhita,fighting,
mamoswine__0000.png,mamoswine,ice,ground
mamoswine__0001.png,mamoswine,ice,ground
mamoswine__0002.png,mamoswine,ice,ground
mamoswine__0003.png,mamoswine,ice,ground
mamoswine__0004.png,mamoswine,ice,ground
mamoswine__0005.png,mamoswine,ice,ground
mamoswine__0006.png,mamoswine,ice,ground
mamoswine__0007.png,mamoswine,ice,ground
mamoswine__0008.png,mamoswine,ice,ground
mamoswine__0009.png,mamoswine,ice,ground
mamoswine__0010.png,mamoswine,ice,ground
mamoswine__0011.png,mamoswine,ice,ground
mamoswine__0012.png,mamoswine,ice,ground
mamoswine__0013.png,mamoswine,ice,ground
mamoswine__0014.png,mamoswine,ice,ground
mamoswine__0015.png,mamoswine,ice,ground
manectric__0000.png,manectric,electric,
manectric__0001.png,manectric,electric,
manectric__0002.png,manectric,electric,
manectric__0003.png,manectric,electric,
manectric__0004.png,manectric,electric,
manectric__0005.png,manectric,electric,
manectric__0006.png,manectric,electric,
manectric__0007.png,manectric,electric,
manectric__0008.png,manectric,electric,
manectric__0009.png,manectric,electric,
manectric__0010.png,manectric,electric,
manectric__0011.png,manectric,electric,
manectric__0012.png,manectric,electric,
manectric__0013.png,manectric,electric,
manectric__0014.png,manectric,electric,
manectric__0015.png,manectric,electric,
manectric__0016.png,manectric,electric,
manectric__0017.png,manectric,electric,
manectric__0018.png,manectric,electric,
mankey__0000.png,mankey,fighting,
mankey__0001.png,mankey,fighting,
mankey__0002.png,mankey,fighting,
mankey__0003.png,mankey,fighting,
mankey__0004.png,mankey,fighting,
mankey__0005.png,mankey,fighting,
mankey__0006.png,mankey,fighting,
mankey__0007.png,mankey,fighting,
mankey__0008.png,mankey,fighting,
mankey__0009.png,mankey,fighting,
mankey__0010.png,mankey,fighting,
mankey__0011.png,mankey,fighting,
mankey__0012.png,mankey,fighting,
mankey__0013.png,mankey,fighting,
mankey__0014.png,mankey,fighting,
mankey__0015.png,mankey,fighting,
mankey__0016.png,mankey,fighting,
mantine__0000.png,mantine,water,flying
mantine__0001.png,mantine,water,flying
mantine__0002.png,mantine,water,flying
mantine__0003.png,mantine,water,flying
mantine__0004.png,mantine,water,flying
mantine__0005.png,mantine,water,flying
mantine__0006.png,mantine,water,flying
mantine__0007.png,mantine,water,flying
mantine__0008.png,mantine,water,flying
mantine__0009.png,mantine,water,flying
mantine__0010.png,mantine,water,flying
mantine__0011.png,mantine,water,flying
mantine__0012.png,mantine,water,flying
mantine__0013.png,mantine,water,flying
mantine__0014.png,mantine,water,flying
mantine__0015.png,mantine,water,flying
mantine__0016.png,mantine,water,flying
mantyke__0000.png,mantyke,water,flying
mantyke__0001.png,mantyke,water,flying
mantyke__0002.png,mantyke,water,flying
mantyke__0003.png,mantyke,water,flying
mantyke__0004.png,mantyke,water,flying
mantyke__0005.png,mantyke,water,flying
mantyke__0006.png,mantyke,water,flying
mantyke__0007.png,mantyke,water,flying
mantyke__0008.png,mantyke,water,flying
mantyke__0009.png,mantyke,water,flying
mantyke__0010.png,mantyke,water,flying
mareanie__0000.png,mareanie,poison,water
mareanie__0001.png,mareanie,poison,water
mareanie__0002.png,mareanie,poison,water
mareanie__0003.png,mareanie,poison,water
mareanie__0004.png,mareanie,poison,water
mareanie__0005.png,mareanie,poison,water
mareanie__0006.png,mareanie,poison,water
mareanie__0007.png,mareanie,poison,water
mareanie__0008.png,mareanie,poison,water
mareanie__0009.png,mareanie,poison,water
mareanie__0010.png,mareanie,poison,water
mareanie__0011.png,mareanie,poison,water
mareep__0000.png,mareep,electric,
mareep__0001.png,mareep,electric,
mareep__0002.png,mareep,electric,
mareep__0003.png,mareep,electric,
mareep__0004.png,mareep,electric,
mareep__0005.png,mareep,electric,
mareep__0006.png,mareep,electric,
mareep__0007.png,mareep,electric,
mareep__0008.png,mareep,electric,
mareep__0009.png,mareep,electric,
mareep__0010.png,mareep,electric,
mareep__0011.png,mareep,electric,
mareep__0012.png,mareep,electric,
mareep__0013.png,mareep,electric,
mareep__0014.png,mareep,electric,
mareep__0015.png,mareep,electric,
mareep__0016.png,mareep,electric,
mareep__0017.png,mareep,electric,
mareep__0018.png,mareep,electric,
marill__0000.png,marill,water,fairy
marill__0001.png,marill,water,fairy
marill__0002.png,marill,water,fairy
marill__0003.png,marill,water,fairy
marill__0004.png,marill,water,fairy
marill__0005.png,marill,water,fairy
marill__0006.png,marill,water,fairy
marill__0007.png,marill,water,fairy
marill__0008.png,marill,water,fairy
marill__0009.png,marill,water,fairy
marill__0010.png,marill,water,fairy
marill__0011.png,marill,water,fairy
marill__0012.png,marill,water,fairy
marill__0013.png,marill,water,fairy
marill__0014.png,marill,water,fairy
marill__0015.png,marill,water,fairy
marill__0016.png,marill,water,fairy
marill__0017.png,marill,water,fairy
marill__0018.png,marill,water,fairy
marill__0019.png,marill,water,fairy
marill__0020.png,marill,water,fairy
marill__0021.png,marill,water,fairy
marill__0022.png,marill,water,fairy
marill__0023.png,marill,water,fairy
marill__0024.png,marill,water,fairy
marill__0025.png,marill,water,fairy
marill__0026.png,marill,water,fairy
marill__0027.png,marill,water,fairy
marill__0028.png,marill,water,fairy
marill__0029.png,marill,water,fairy
marowak__0000.png,marowak,ground,
marowak__0001.png,marowak,ground,
marowak__0002.png,marowak,ground,
marowak__0003.png,marowak,ground,
marowak__0004.png,marowak,ground,
marowak__0005.png,marowak,ground,
marowak__0006.png,marowak,ground,
marowak__0007.png,marowak,ground,
marowak__0008.png,marowak,ground,
marowak__0009.png,marowak,ground,
marowak__0010.png,marowak,ground,
marowak__0011.png,marowak,ground,
marowak__0012.png,marowak,ground,
marowak__0013.png,marowak,ground,
marowak__0014.png,marowak,ground,
marowak__0015.png,marowak,ground,
marowak__0016.png,marowak,ground,
marowak__0017.png,marowak,ground,
marowak__0018.png,marowak,ground,
marowak__0019.png,marowak,ground,
marowak__0020.png,marowak,ground,
marowak__0021.png,marowak,ground,
marowak__0022.png,marowak,ground,
marowak__0023.png,marowak,ground,
marowak__0024.png,marowak,ground,
marowak__0025.png,marowak,ground,
marowak__0026.png,marowak,ground,
marshtomp__0000.png,marshtomp,water,ground
marshtomp__0001.png,marshtomp,water,ground
marshtomp__0002.png,marshtomp,water,ground
marshtomp__0003.png,marshtomp,water,ground
marshtomp__0004.png,marshtomp,water,ground
marshtomp__0005.png,marshtomp,water,ground
marshtomp__0006.png,marshtomp,water,ground
marshtomp__0007.png,marshtomp,water,ground
marshtomp__0008.png,marshtomp,water,ground
marshtomp__0009.png,marshtomp,water,ground
marshtomp__0010.png,marshtomp,water,ground
marshtomp__0011.png,marshtomp,water,ground
marshtomp__0012.png,marshtomp,water,ground
marshtomp__0013.png,marshtomp,water,ground
marshtomp__0014.png,marshtomp,water,ground
marshtomp__0015.png,marshtomp,water,ground
marshtomp__0016.png,marshtomp,water,ground
marshtomp__0017.png,marshtomp,water,ground
marshtomp__0018.png,marshtomp,water,ground
marshtomp__0019.png,marshtomp,water,ground
marshtomp__0020.png,marshtomp,water,ground
marshtomp__0021.png,marshtomp,water,ground
marshtomp__0022.png,marshtomp,water,ground
marshtomp__0023.png,marshtomp,water,ground
marshtomp__0024.png,marshtomp,water,ground
marshtomp__0025.png,marshtomp,water,ground
marshtomp__0026.png,marshtomp,water,ground
marshtomp__0027.png,marshtomp,water,ground
marshtomp__0028.png,marshtomp,water,ground
marshtomp__0029.png,marshtomp,water,ground
marshtomp__0030.png,marshtomp,water,ground
marshtomp__0031.png,marshtomp,water,ground
marshtomp__0032.png,marshtomp,water,ground
marshtomp__0033.png,marshtomp,water,ground
marshtomp__0034.png,marshtomp,water,ground
marshtomp__0035.png,marshtomp,water,ground
marshtomp__0036.png,marshtomp,water,ground
marshtomp__0037.png,marshtomp,water,ground
marshtomp__0038.png,marshtomp,water,ground
marshtomp__0039.png,marshtomp,water,ground
marshtomp__0040.png,marshtomp,water,ground
marshtomp__0041.png,marshtomp,water,ground
marshtomp__0042.png,marshtomp,water,ground
marshtomp__0043.png,marshtomp,water,ground
marshtomp__0044.png,marshtomp,water,ground
marshtomp__0045.png,marshtomp,water,ground
masquerain__0000.png,masquerain,bug,flying
masquerain__0001.png,masquerain,bug,flying
masquerain__0002.png,masquerain,bug,flying
masquerain__0003.png,masquerain,bug,flying
masquerain__0004.png,masquerain,bug,flying
masquerain__0005.png,masquerain,bug,flying
masquerain__0006.png,masquerain,bug,flying
masquerain__0007.png,masquerain,bug,flying
masquerain__0008.png,masquerain,bug,flying
masquerain__0009.png,masquerain,bug,flying
masquerain__0010.png,masquerain,bug,flying
masquerain__0011.png,masquerain,bug,flying
masquerain__0012.png,masquerain,bug,flying
masquerain__0013.png,masquerain,bug,flying
masquerain__0014.png,masquerain,bug,flying
masquerain__0015.png,masquerain,bug,flying
masquerain__0016.png,masquerain,bug,flying
masquerain__0017.png,masquerain,bug,flying
masquerain__0018.png,masquerain,bug,flying
masquerain__0019.png,masquerain,bug,flying
masquerain__0020.png,masquerain,bug,flying
mawile__0000.png,mawile,steel,fairy
mawile__0001.png,mawile,steel,fairy
mawile__0002.png,mawile,steel,fairy
mawile__0003.png,mawile,steel,fairy
mawile__0004.png,mawile,steel,fairy
mawile__0005.png,mawile,steel,fairy
mawile__0006.png,mawile,steel,fairy
mawile__0007.png,mawile,steel,fairy
mawile__0008.png,mawile,steel,fairy
mawile__0009.png,mawile,steel,fairy
mawile__0010.png,mawile,steel,fairy
mawile__0011.png,mawile,steel,fairy
mawile__0012.png,mawile,steel,fairy
mawile__0013.png,mawile,steel,fairy
mawile__0014.png,mawile,steel,fairy
mawile__0015.png,mawile,steel,fairy
mawile__0016.png,mawile,steel,fairy
mawile__0017.png,mawile,steel,fairy
